feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,label
-606.7537231445312,65.59274291992188,22.940874099731445,13.916054725646973,20.51410675048828,2.325249671936035,-1.6949989795684814,7.256129264831543,-16.349498748779297,-3.003451108932495,-7.204990386962891,-2.841959238052368,-9.39625358581543,4.488185405731201,-7.403855800628662,0.03067302331328392,-9.933218955993652,-0.8231173753738403,-7.697436809539795,-3.5178165435791016,1487.4431910731494,1544.0103202291602,0.08935482030212484,0
-466.0730285644531,40.44673156738281,25.557186126708984,11.193586349487305,10.384778022766113,1.9476258754730225,-3.9231998920440674,3.5141985416412354,-20.159311294555664,-1.1149046421051025,-12.221528053283691,-0.6000451445579529,-10.070509910583496,4.516158103942871,-9.411333084106445,0.7794386744499207,-10.94453239440918,0.31855472922325134,-10.292983055114746,-2.6612184047698975,2664.640063149046,1782.548379964792,0.25340108294308356,1
